Code,Name,City,Country
ESL,Elista,Elista,RUSSIAN FEDERATION
ESM,Esmeraldas,Esmeraldas,ECUADOR
ESN,Easton/Newnam Field,Easton,UNITED STATES
ESO,Espanola,Espanola,UNITED STATES
ESP,Birchwood-Pocono,East Stroudsburg,UNITED STATES
ESR,El Salvador,El Salvador,CHILE
ESS,Essen,Essen,GERMANY
EST,Estherville Municipal,Estherville,UNITED STATES
ESU,Essaouira,Essaouira,MOROCCO
ESW,State,Easton,UNITED STATES
ETB,West Bend Municipal,West Bend,UNITED STATES
ETD,Etadunna,Etadunna,AUSTRALIA
ETE,Genda Wuha,Genda Wuha,ETHIOPIA
ETH,Elat,Elat,ISRAEL
ETN,Eastland Municipal Airport,Eastland,UNITED STATES
ETS,Enterprise Municipal Airport,Enterprise,UNITED STATES
ETZ,Metz-Nancy-Lorraine,Metz/Nancy,FRANCE
EUA,Kaufana,Eua,TONGA
EUC,Eucla,Eucla,AUSTRALIA
EUE,Eureka,Eureka,UNITED STATES
EUF,Weedon Field,Eufaula,UNITED STATES
EUG,Eugene,Eugene,UNITED STATES
EUM,Neumuenster,Neumuenster,GERMANY
EUN,Hassan I,Laayoune,MOROCCO
EUO,Paratebueno,Paratebueno,COLOMBIA
EUX,F D Roosevelt,St Eustatius,NETHERLANDS ANTILLES
EVA,Landing Strip,Evadale,UNITED STATES
EVD,Eva Downs,Eva Downs,AUSTRALIA
EVE,Evenes,Harstad-Narvik,NORWAY
EVG,Sveg,Sveg,SWEDEN
EVH,Evans Head,Evans Head,AUSTRALIA
EVM,Eveleth,Eveleth,UNITED STATES
EVN,Yerevan,Yerevan,ARMENIA
EVV,Dress Regional,Evansville,UNITED STATES
EVW,Evanston,Evanston,UNITED STATES
EVX,Evreux,Evreux,FRANCE
EWB,New Bedford Municipal Airport,Fall River,UNITED STATES
EWE,Ewer,Ewer,INDONESIA
EWI,Enarotali,Enarotali,INDONESIA
EWK,Newton City-County Airport,Newton,UNITED STATES
EWN,Simmons Nott,New Bern,UNITED STATES
EWO,Ewo,Ewo,CONGO
EWR,Newark International,Newark,UNITED STATES
EWY,Greenham RAF,Newbury,UNITED KINGDOM
EXI,Excursion Inlet Seaplane Base,Excursion Inlet,UNITED STATES
EXM,Exmouth Gulf,Exmouth Gulf,AUSTRALIA
EXT,Exeter,Exeter,UNITED KINGDOM
EYL,Yelimane,Yelimane,MALI
EYP,El Yopal,El Yopal,COLOMBIA
EYR,Yerington,Yerington,UNITED STATES
EYS,Eliye Springs,Eliye Springs,KENYA
EYW,Key West Metropolitan Area,Key West,UNITED STATES
EZE,Ministro Pistarini,Buenos Aires,ARGENTINA
EZS,Elazig,Elazig,TURKEY
F03,Mount Pleasant Municipal,Mount Pleasant,UNITED STATES
F14,Wichita Valley Airport,Wichita Valley,UNITED STATES
F18,Cleburne Municipal Airport,Cleburne,UNITED STATES
F43,Downtown,El Dorado,UNITED STATES
F54,Arlington,Arlington,UNITED STATES
F67,Grand Prairie Municipal,Grand Prairie,UNITED STATES
F69,Air Park Dallas,Dallas,UNITED STATES
FAA,Faranah,Faranah,GUINEA
FAB,Farnborough,Farnborough,UNITED KINGDOM
FAC,Faaite,Faaite,FRENCH POLYNESIA
FAE,Vagar (Faroe Islands),Vagar (Faroe Islands),FAROE ISLANDS
FAF,Felker AAF,Fort Eustis,UNITED STATES
FAG,Fagurholsmyri,Fagurholsmyri,ICELAND
FAH,Farah,Farah,AFGHANISTAN
FAI,Fairbanks International,Fairbanks,UNITED STATES
FAJ,Fajardo,Fajardo,PUERTO RICO
FAK,False Island,False Island,UNITED STATES
FAL,Falcon State,Roma,UNITED STATES
FAM,Farmington,Farmington,UNITED STATES
FAN,Lista Airport,Farsund,NORWAY
FAO,Faro,Faro,PORTUGAL
FAQ,Freida River,Freida River,PAPUA NEW GUINEA
FAR,Hector Field,Fargo,UNITED STATES
FAS,Faskrudsfjordur,Faskrudsfjordur,ICELAND
FAT,Fresno Airterminal,Fresno,UNITED STATES
FAV,Fakarava,Fakarava,FRENCH POLYNESIA
FAY,Fayetteville Metropolitan Area,Fayetteville,UNITED STATES
FBD,Faizabad,Faizabad,AFGHANISTAN
FBE,Francisco Beltrao,Francisco Beltrao,BRAZIL
FBG,Simmons AAF,Fort Bragg,UNITED STATES
FBK,Ft Wainwright,Fairbanks,UNITED STATES
FBL,Faribault Municipal Airport,Faribault,UNITED STATES
FBM,Luano International,Lubumbashi,ZAIRE
FBR,Fort Bridger,Fort Bridger,UNITED STATES
FBU,Oslo Fornebu Apt,Oslo Fornebu Apt,NORWAY
FBY,Fairbury Municipal Airport,Fairbury,UNITED STATES
FCA,Glacier National Park,Kalispell,UNITED STATES
FCB,Ficksburg Sentra Oes,Ficksburg,SOUTH AFRICA
FCH,Fresno-Chandler,Fresno,UNITED STATES
FCM,Minneapolis Flying Cloud,Minneapolis-Flying Cloud,UNITED STATES
FCO,Fiumicino,Rome,ITALY
FCS,Butts AAF,Colorado Springs,UNITED STATES
FCT,Firing Center AAF,Yakima,UNITED STATES
FCY,Forest City Municipal Airport,Forrest City,UNITED STATES
FDE,Bringeland,Forde,NORWAY
FDF,Lamentin,Fort De France,DOMINICAN REPUBLIC
FDH,Friedrichshafen,Friedrichshafen,GERMANY
FDK,Frederick Municipal,Frederick,UNITED STATES
FDR,Frederick Municipal Airport,Frederick,UNITED STATES
FDU,Bandundu,Bandundu,ZAIRE
FDY,Findlay,Findlay,UNITED STATES
FEA,Fetlar,Fetlar,UNITED KINGDOM
FEB,Sanfebagar,Sanfebagar,NEPAL
FEC,Feira De Santana,Feira De Santana,BRAZIL
FEG,Fergana,Fergana,RUSSIAN FEDERATION
FEJ,Feijo,Feijo,BRAZIL
FEK,Ferkessedougou,Ferkessedougou,COTE D'IVOIRE
FEL,Fuerstenfeldbruck,Fuerstenfeldbruck,GERMANY
FEN,Fernando De Noronha,Fernando De Noronha,BRAZIL
FEP,Albertus,Freeport,UNITED STATES
FER,Fergusons Gulf,Fergusons Gulf,KENYA
FET,Fremont Municipal Airport,Fremont,UNITED STATES
FEW,Warren AFB,Cheyenne,UNITED STATES
FEZ,Sais,Fez,MOROCCO
FFA,First Flight,Kill Devil Hills,UNITED STATES
FFD,RAF Station,Fairford,UNITED KINGDOM
FFL,Fairfield Municipal Airport,Fairfield,UNITED STATES
FFM,Einar Mickelson Field,Fergus Falls,UNITED STATES
FFO,Patterson AFB,Dayton,UNITED STATES
FFT,Capital City,Frankfort,UNITED STATES
FFU,Futaleufu,Futaleufu,CHILE
FFZ,Falcon Field,Mesa,UNITED STATES
FGD,Fderik,Fderik,MAURITANIA
FGI,Fagali I,Apia,SAMOA
FGL,Fox Glacier,Fox Glacier,NEW ZEALAND
FGU,Fangatau,Fangatau,FRENCH POLYNESIA
FHD,Fahud,Fahud,OMAN
FHU,Libby AAF,Sierra Vista,UNITED STATES
FHZ,Fakahina,Fakahina,FRENCH POLYNESIA
FIC,Fire Cove,Fire Cove,UNITED STATES
FID,Elizabeth Field,Fishers Island,UNITED STATES
FIE,Fair Isle,Fair Isle,UNITED KINGDOM
FIG,Fria,Fria,GUINEA
FIH,Kinshasa Metropolitan Area,Kinshasa,CONGO
FIK,Finke,Finke,AUSTRALIA
FIL,Fillmore Airport,Fillmore,UNITED STATES
FIN,Finschhafen,Finschhafen,PAPUA NEW GUINEA
FIT,Fitchburg Municipal Airport,Fitchburg,UNITED STATES
FIV,Five Finger,Five Finger,UNITED STATES
FIZ,Fitzroy Crossing,Fitzroy Crossing,AUSTRALIA
FJR,Fujairah Intl Arpt,Al-Fujairah,UNITED ARAB EMIRATES
FKB,Soellingen,Karlsruhe/Baden Baden,GERMANY
FKH,Sculthorp RAF,Fakenham,UNITED KINGDOM
FKI,Kisangani,Kisangani,ZAIRE
FKJ,Fukui,Fukui,JAPAN
FKL,Chess-Lambertin,Franklin,UNITED STATES
FKN,Franklin Municipal - Rose,Franklin,UNITED STATES
FKQ,Fak Fak,Fak Fak,INDONESIA
FKS,Fukushima Airport,Fukushima,JAPAN
FLA,Capitolio,Florencia,COLOMBIA
FLB,Cangapara,Floriano,BRAZIL
FLC,Falls Creek,Falls Creek,AUSTRALIA
FLD,Fond Du Lac,Fond Du Lac,UNITED STATES
FLE,Fort Lee AAF,Petersburg,UNITED STATES
FLF,Schaferhaus,Flensburg,GERMANY
FLG,Pulliam Field,Flagstaff,UNITED STATES
FLH,Flotta,Flotta,UNITED KINGDOM
FLI,Flateyri,Flateyri,ICELAND
FLJ,Falls Bay,Falls Bay,UNITED STATES
FLL,Fort Lauderdale International,Fort Lauderdale,UNITED STATES
FLM,Filadelfia,Filadelfia,PARAGUAY
FLN,Hercilio Luz,Florianopolis,BRAZIL
FLO,Florence,Florence,UNITED STATES
FLP,Flippin,Flippin,UNITED STATES
FLR,Peretola,Florence,ITALY
FLS,Flinders Island,Flinders Island,AUSTRALIA
FLT,Flat,Flat,UNITED STATES
FLU,Flushing,New York,UNITED STATES
FLV,Sherman AAF,Fort Leavenworth,UNITED STATES
FLW,Santa Cruz,Flores Island,PORTUGAL
FLX,Fallon Municipal Airport,Fallon,UNITED STATES
FLY,Finley,Finley,AUSTRALIA
FMA,El Pucu,Formosa,ARGENTINA
FMC,Five Mile,Five Mile,UNITED STATES
FME,Tipton AAF,Fort Meade,UNITED STATES
FMG,Flamingo,Flamingo,COSTA RICA
FMH,Otis AFB,Falmouth,UNITED STATES
FMI,Kalemie,Kalemie,ZAIRE
FMN,Farmington Municipal,Farmington,UNITED STATES
FMO,Muenster,Muenster,GERMANY
FMS,Fort Madison Municipal Airport,Fort Madison,UNITED STATES
FMY,Fort Myers Metropolitan Area,Fort Myers,UNITED STATES
FNA,Freetown Metropolitan Area,Freetown,SIERRA LEONE
FNB,Neubrandenburg,Neubrandenburg,GERMANY
FNC,Funchal,Funchal,PORTUGAL
FNE,Fane,Fane,PAPUA NEW GUINEA
FNG,Fada Ngourma,Fada Ngourma,BURKINA FASO
FNH,Fincha,Fincha,ETHIOPIA
FNI,Garons,Nimes,FRANCE
FNJ,Sunan,Pyongyang,"KOREA, DEMOCRATIC PEOPLE'S REP"
FNK,Fin Creek,Fin Creek,UNITED STATES
FNL,Fort Collins Municipal Airport,Fort Collins/Loveland,UNITED STATES
FNR,SPB,Funter Bay,UNITED STATES
FNT,Bishop,Flint,UNITED STATES
FOA,Foula,Foula,UNITED KINGDOM
FOB,Fort Bragg,Fort Bragg,UNITED STATES
FOC,Fuzhou,Fuzhou,CHINA
FOD,Fort Dodge,Fort Dodge,UNITED STATES
FOE,Forbes AFB,Topeka,UNITED STATES
FOG,Gino Lisa,Foggia,ITALY
FOK,"Francis S Gabreski, Suffolk County",Westhampton Beach,UNITED STATES
FOM,Foumban,Foumban,CAMEROON
FON,Fortuna,Fortuna,COSTA RICA
FOO,Numfoor,Numfoor,INDONESIA
FOP,Morris AAF,Forest Park,UNITED STATES
FOR,Pinto Martins,Fortaleza,BRAZIL
FOS,Forrest,Forrest,AUSTRALIA
FOT,Forster,Forster,AUSTRALIA
FOU,Fougamou,Fougamou,GABON
FOX,Fox,Fox,UNITED STATES
FOY,Foya,Foya,LIBERIA
FPO,Freeport International,Freeport,BAHAMAS
FPR,St Lucie County,Fort Pierce,UNITED STATES
FPY,Perry-Foley,Perry,UNITED STATES
FRA,Frankfurt International,Frankfurt,GERMANY
FRB,Forbes,Forbes,AUSTRALIA
FRC,Franca,Franca,BRAZIL
FRD,Friday Harbor,Friday Harbor,UNITED STATES
FRE,Fera Island,Fera Island,SOLOMON ISLANDS
FRF,Rhein-Main AFB,Frankfurt,GERMANY
FRG,Republic Field,Farmingdale,UNITED STATES
FRH,French Lick Municipal Airport,French Lick,UNITED STATES
FRI,Marshall AAF,Fort Riley,UNITED STATES
FRJ,Frejus,Frejus,FRANCE
FRK,Fregate Is,Fregate Is,SEYCHELLES
FRL,Luigi Ridolfi,Forli,ITALY
FRM,Fairmont Municipal,Fairmont,UNITED STATES
FRN,Bryant AAF,Fort Richardson,UNITED STATES
FRO,Floro,Floro,NORWAY
FRP,Fresh Water Bay,Fresh Water Bay,UNITED STATES
FRQ,Feramin,Feramin,PAPUA NEW GUINEA
FRR,Warren County,Front Royal,UNITED STATES
FRS,Santa Elena,Flores,GUATEMALA
FRT,Frutillar,Frutillar,CHILE
FRU,Bishkek,Bishkek,KYRGYSTAN
FRW,Francistown,Francistown,BOTSWANA
FRY,Fryeburg,Fryeburg,UNITED STATES
FRZ,Fritzlar Airbase,Fritzlar,GERMANY
FSC,Sud Corse,Figari,FRANCE
FSD,Regional (Jo Foss Fld),Sioux Falls,UNITED STATES
FSI,Henry Post AAF,Fort Sill,UNITED STATES
FSK,Fort Scott Municipal Airport,Fort Scott,UNITED STATES
FSL,Fossil Downs,Fossil Downs,AUSTRALIA
FSM,Fort Smith Municipal,Fort Smith,UNITED STATES
FSN,Haley AAF,Fort Sheridan,UNITED STATES
FSP,St. Pierre,St. Pierre,SAINT PIERRE AND MIQUELON
FSS,Kinloss,Forres,UNITED KINGDOM
FST,Pecos County,Fort Stockton,UNITED STATES
FSU,Fort Sumner,Fort Sumner,UNITED STATES
FTA,Futuna Island,Futuna Island,VANUATU
FTI,Fitiuta,Fitiuta,AMERICAN SAMOA
FTK,Godman AAF,Fort Knox,UNITED STATES
FTL,Fortuna Ledge,Fortuna Ledge,UNITED STATES
FTU,Marillac,Fort Dauphin,MADAGASCAR
FTW,Meacham Field,Dallas,UNITED STATES
FTX,Owando,Owando,CONGO
FTY,Faya-Largeau,,CHAD
FUB,Fulleborn,Fulleborn,PAPUA NEW GUINEA
FUE,Fuerteventura,Fuerteventura,SPAIN
FUG,Fuyang,Fuyang,CHINA
FUJ,Fukue,Fukue,JAPAN
FUK,Fukuoka,Fukuoka,JAPAN
FUL,Fullerton Municipal,Fullerton,UNITED STATES
FUM,Fuma,Fuma,PAPUA NEW GUINEA
FUN,Funafuti,Funafuti,TUVALU
FUO,Fuoshan,Fuoshan,CHINA
FUT,Futuna,Futuna,WALLIS AND FUTUNA ISLANDS
FVL,Flora Valey,Flora Valley,AUSTRALIA
FVR,Forrest River Airport,Forrest River,AUSTRALIA
FWA,Fort Wayne Metropolitan Area,Fort Wayne,UNITED STATES
FWH,Carswell AFB,Dallas,UNITED STATES
FWL,Farewell,Farewell,UNITED STATES
FWM,Fort William,Fort William,UNITED KINGDOM
FXE,Executive,Fort Lauderdale,UNITED STATES
FXM,Flaxman Island,Flaxman Island,UNITED STATES
FXO,Cuamba,Cuamba,MOZAMBIQUE
FXY,Forest City Municipal Airport,Forest City,UNITED STATES
FYM,Fayetteville Municipal Airport,Fayetteville,UNITED STATES
FYN,Fuyun,Fuyun,CHINA
FYU,Fort Yukon,Fort Yukon,UNITED STATES
FYV,Fayetteville Drake Field,Fayetteville,UNITED STATES
FZO,Filton,Bristol Filton,UNITED KINGDOM
GAA,Guamal,Guamal,COLOMBIA
GAB,Gabbs,Gabbs,UNITED STATES
GAC,Gracias,Gracias,HONDURAS
GAD,Gadsden Municipal,Gadsden,UNITED STATES
GAE,Gabes,Gabes,TUNISIA
GAF,Gafsa,Gafsa,TUNISIA
GAG,Gage,Gage,UNITED STATES
GAH,Gayndah,Gayndah,AUSTRALIA
GAI,Montgomery County,Gaithersburg,UNITED STATES
GAJ,Junmachi,Yamagata,JAPAN
GAK,Gakona,Gakona,UNITED STATES
GAL,Galena Airport,Galena,UNITED STATES
GAM,Gambell,Gambell,UNITED STATES
GAN,Gan/Seenu,Gan Island,MALDIVES
GAO,Guantanamo Metropolital Area,Guantanamo,CUBA
GAP,Gusap,Gusap,PAPUA NEW GUINEA
GAQ,Gao,Gao,MALI
GAR,Garaina,Garaina,PAPUA NEW GUINEA
GAS,Garissa,Garissa,KENYA
GAT,Tallard,Gap,FRANCE
GAU,Borjhar,Gauhati,INDIA
GAV,Gag Island,Gag Island,INDONESIA
GAW,Gangaw,Gangaw,MYANMAR
GAX,Gamba,Gamba,GABON
GAY,Gaya,Gaya,INDIA
GAZ,Guasopa,Guasopa,PAPUA NEW GUINEA
GBB,Gara Djebilet,Gara Djebilet,ALGERIA
GBC,Gasuke,Gasuke,PAPUA NEW GUINEA
GBD,Great Bend Municipal,Great Bend,UNITED STATES
GBE,Sir Seretse Khama Int,Gaborone,BOTSWANA
GBF,Negarbo,Negarbo,PAPUA NEW GUINEA
GBG,Galesburg,Galesburg,UNITED STATES
GBH,Galbraith Lake,Galbraith Lake,UNITED STATES
GBI,Aux Ab,Grand Bahama,BAHAMAS
GBJ,Les Bases,Marie Galante,GUADELOUPE
GBK,Gbangbatok,Gbangbatok,SIERRA LEONE
GBL,Goulburn Island,Goulburn Island,AUSTRALIA
GBM,Garbaharey,Garbaharey,SOMALIA
GBO,Greensboro/Baltimore,Baltimore,UNITED STATES
GBP,Gamboola,Gamboola,AUSTRALIA
GBR,Great Barrington,Great Barrington,UNITED STATES
GBS,Port Fitzroy,Port Fitzroy,NEW ZEALAND
GBU,Khashm El Girba,Khashm El Girba,SUDAN
GBV,Gibb River,Gibb River,AUSTRALIA
GBZ,Great Barrier Island,Great Barrier Island,NEW ZEALAND
GCA,Guacamaya,Guacamaya,COLOMBIA
GCC,Campbell County,Gillette,UNITED STATES
GCE,Gode,Gode,ETHIOPIA
GCI,Guernsey,Guernsey,UNITED KINGDOM
GCJ,Grand Central,Johannesburg,SOUTH AFRICA
GCK,Garden City Municipal Airport,Garden City,UNITED STATES
GCM,Owen Roberts International,Grand Cayman Island,JAMAICA
GCN,Grand Canyon Municipal Area,Grand Canyon,UNITED STATES
GCY,Greenville,Greeneville,UNITED STATES
GDA,Gounda,Gounda,CENTRAL AFRICAN REPUBLIC
GDC,Donaldson Center,Greenville,UNITED STATES
GDD,Gordon Downs,Gordon Downs,AUSTRALIA
GDE,Gode/Iddidole,Gode/Iddidole,ETHIOPIA
GDG,Magdagachi,Magdagachi,RUSSIAN FEDERATION
GDH,SPB,Golden Horn,UNITED STATES
GDI,Gordil,Gordil,CENTRAL AFRICAN REPUBLIC
GDJ,Gandajika,Gandajika,CONGO
GDL,Miguel Hidal,Guadalajara,MEXICO
GDM,Gardner Municipal Airport,Gardner,UNITED STATES
GDN,Rebiechowo,Gdansk,POLAND
GDO,Vare Maria,Guasdualito,VENEZUELA
GDP,Guadalupe,Guadalupe,GUADELOUPE
GDQ,Gondar,Gondar,ETHIOPIA
GDT,Grand Turk,Grand Turk,TURKS AND CAICOS ISLANDS
GDV,Dawson Community,Glendive,UNITED STATES
GDW,Gladwin,Gladwin,UNITED STATES
GDX,Magadan,Magadan,RUSSIAN FEDERATION
GDZ,Gelendzik,Gelendzik,RUSSIAN FEDERATION
GEA,Magenta,Noumea,NEW CALEDONIA
GEB,Gebe,Gebe,INDONESIA
GEC,Gecitkale,Gecitkale,CYPRUS
GED,Sussex County,Georgetown,UNITED STATES
GEE,George Town,George Town,AUSTRALIA
GEG,Spokane Metropolitan Area,Spokane,UNITED STATES
GEI,Green Islands,Green Islands,PAPUA NEW GUINEA
GEK,Ganes Creek,Ganes Creek,UNITED STATES
GEL,Sepe Tiaraju,Santo Angelo,BRAZIL
GEN,Oslo Gardermoen Apt,Oslo Gardermoen Apt,NORWAY
GEO,Cheddi Jagan Int'l,Georgetown,BARBADOS
GER,Rafael Cabrera,Nueva Gerona,CUBA
GES,Buayan,General Santos,PHILIPPINES
GET,Geraldton,Geraldton,UNITED STATES
GEU,Glendale Municipal,Glendale,UNITED STATES
GEV,Gallivare,Gallivare,SWEDEN
GEW,Gewoia,Gewoia,PAPUA NEW GUINEA
GEX,Geelong,Geelong,AUSTRALIA
GEY,South Big Horn County,Greybull,UNITED STATES
GFA,Malmstrom AFB,Great Falls,UNITED STATES
GFB,Togiak Fish,Togiak Fish,UNITED STATES
GFD,Pope Field,Greenfield,UNITED STATES
GFE,Grenfell,Grenfell,AUSTRALIA
GFF,Griffith,Griffith,AUSTRALIA
GFK,Grand Forks,Grand Forks,UNITED STATES
GFL,"Warren County, Floyd Bennett Memorial",Glens Falls,UNITED STATES
GFN,Grafton,Grafton,AUSTRALIA
GFO,Bartica,Bartica,GUYANA
GFR,Granville,Granville,FRANCE
GFY,Grootfontein,Grootfontein,NAMIBIA
GGC,Lumbala,Lumbala,ANGOLA
GGD,Gregory Downs,Gregory Downs,AUSTRALIA
GGE,Georgetown,Georgetown,UNITED STATES
GGG,Gladewater,Gladewater,UNITED STATES
GGL,Gilgal,Gilgal,COLOMBIA
GGN,Gagnoa,Gagnoa,COTE D'IVOIRE
GGO,Guiglo,Guiglo,COTE D'IVOIRE
GGR,Garoe,Garoe,SOMALIA
GGS,Gobernador Gregores,Gobernador Gregores,ARGENTINA
GGT,Exuma International,George Town,BAHAMAS
GGW,Glasgow International,Glasgow,UNITED STATES
GHA,Noumerate,Ghardaia,ALGERIA
GHB,Governors Harbour,Governors Harbour,BAHAMAS
GHC,Great Harbour,Great Harbour,BAHAMAS
GHD,Ghimbi,Ghimbi,ETHIOPIA
GHE,Garachine,Garachine,PANAMA
GHF,Giebelstadt,Giebelstadt,GERMANY
GHK,Gush Katif,Gush Katif,ISRAEL
GHM,Centerville Municipal Airport,Centerville,UNITED STATES
GHN,Guanghan,Guanghan,CHINA
GHT,Ghat,Ghat,LIBYAN ARAB JAMAHIRIYA
GHU,Gualeguaychu,Gualeguaychu,ARGENTINA
GIB,North Front,Gibraltar,GIBRALTAR
GIC,Boigu Island,Boigu Island,AUSTRALIA
GID,Gitega,Gitega,BURUNDI
GIF,Gilbert Field,Winter Haven,UNITED STATES
GIG,Rio De Janeiro Internacional,Rio De Janeiro,BRAZIL
GII,Siguiri,Siguiri,GUINEA
GIL,Gilgit,Gilgit,PAKISTAN
GIM,Miele Mimbale,Miele Mimbale,GABON
GIR,Girardot,Girardot,COLOMBIA
GIS,Gisborne,Gisborne,NEW ZEALAND
GIT,Geita,Geita,"TANZANIA, UNITED REPUBLIC OF"
GIY,Giyani,Giyani,SOUTH AFRICA
GIZ,Gizan,Gizan,SAUDI ARABIA
GJA,Guanaja,Guanaja,HONDURAS
GJL,Jijel,Jijel,ALGERIA
GJM,Guajara-Mirim,Guajara-Mirim,BRAZIL
GJR,Gjogur,Gjogur,ICELAND
GJT,Walker Field,Grand Junction,UNITED STATES
GKA,Goroka,Goroka,PAPUA NEW GUINEA
GKE,Geilenkirchen,Geilenkirchen,GERMANY
GKH,Gorkha,Gorkha,NEPAL
GKL,Great Keppel Island,Great Keppel Island,AUSTRALIA
GKN,Gulkana,Gulkana,UNITED STATES
GKO,Kongoboumba,Kongoboumba,GABON
GKT,Gatlinburg,Gatlinburg,UNITED STATES
GLA,Glasgow International,Glasgow,UNITED KINGDOM
GLC,Geladi,Geladi,ETHIOPIA
GLD,Renner Field,Goodland,UNITED STATES
GLE,Gainesville Municipal Airport,Gainesville,UNITED STATES
GLF,Golfito,Golfito,COSTA RICA
GLG,Glengyle,Glengyle,AUSTRALIA
GLH,Greenville,Greenville,UNITED STATES
GLI,Glen Innes,Glen Innes,AUSTRALIA
GLK,Galcaio,Galcaio,SOMALIA
GLL,Klanten Airport,Gol,NORWAY
GLM,Glenormiston,Glenormiston,AUSTRALIA
GLN,Goulimime,Goulimime,MOROCCO
GLO,Gloucestershire,Gloucester,UNITED KINGDOM
GLP,Gulgubip,Gulgubip,PAPUA NEW GUINEA
GLQ,Glennallen,Glennallen,UNITED STATES
GLR,Otsego County,Gaylord,UNITED STATES
GLS,Galveston International - Scholes Field,Galveston,UNITED STATES
GLT,Gladstone,Gladstone,AUSTRALIA
GLV,New Golovin,Golovin,UNITED STATES
GLW,Glasgow Municipal Airport,Glasgow,UNITED STATES
GLX,Galela,Galela,INDONESIA
GLY,Goldsworthy,Goldsworthy,AUSTRALIA
GLZ,Gilze-Rijen,Breda,NETHERLANDS
GMA,Gemena,Gemena,ZAIRE
GMB,Gambela,Gambela,ETHIOPIA
GMC,Guerima,Guerima,COLOMBIA
GME,Gomel,Gomel,RUSSIAN FEDERATION
GMI,Gasmata Island,Gasmata Island,PAPUA NEW GUINEA
GMM,Gamboma,Gamboma,CONGO
GMN,Greymouth,Greymouth,NEW ZEALAND
GMP,Gimpo Int'l Seoul,Seoul,"KOREA, DEMOCRATIC PEOPLE'S REP"
GMR,Gambier Island,Gambier Is,FRENCH POLYNESIA
GMS,Guimaraes,Guimaraes,BRAZIL
GMT,Granite Mountain,Granite Mountain,UNITED STATES
GMU,Greenville Downtown,Greenville,UNITED STATES
GMV,Monument Valley,Monument Valley Gldngs,UNITED STATES
GMY,Rheindahlen,Rheindahlen,GERMANY
GNA,Grodna,Grodna,BELARUS
GNB,Saint Geoirs,Grenoble,FRANCE
GND,Point Saline Intl,Grenada,GRENADA
GNE,Ghent,Ghent,BELGIUM
GNG,Gooding,Gooding,UNITED STATES
GNI,Green Island,Green Island,"TAIWAN, REPUBLIC OF CHINA"
GNK,Ganderkesee,Ganderkesee,GERMANY
GNM,Guanambi,Guanambi,BRAZIL
GNN,Ghinnir,Ghinnir,ETHIOPIA
GNR,General Roca,General Roca,ARGENTINA
GNS,Gunungsitoli,Gunungsitoli,INDONESIA
GNT,Grants-Milan Municipal,Grants,UNITED STATES
GNU,Goodnews Bay,Goodnews Bay,UNITED STATES
GNV,J R Alison Municipal,Gainesville,UNITED STATES
GNZ,Ghanzi,Ghanzi,BOTSWANA
GOA,Cristoforo Colombo,Genoa,ITALY
GOB,Goba,Goba,ETHIOPIA
GOC,Gora,Gora,PAPUA NEW GUINEA
GOE,Gonalia,Gonalia,PAPUA NEW GUINEA
GOF,Goodfellow AFB,San Angelo,UNITED STATES
GOG,Gobabis,Gobabis,NAMIBIA
GOH,Nuuk,Nuuk,GREENLAND
GOI,Dabolim,Goa,INDIA
GOJ,Nizhniy Novgorod,Nizhniy Novgorod,RUSSIAN FEDERATION
GOK,Guthrie,Guthrie,UNITED STATES
GOL,State,Gold Beach,UNITED STATES
GOM,Goma,Goma,ZAIRE
GON,Groton-New London,Groton,UNITED STATES
GOO,Goondiwindi,Goondiwindi,AUSTRALIA
GOP,Gorakhpur,Gorakhpur,INDIA
GOQ,Golmud,Golmud,CHINA
GOR,Gore,Gore,ETHIOPIA
GOS,Gosford,Gosford,AUSTRALIA
GOT,Gothenburg Metropolitan Area,Gothenburg,SWEDEN
GOU,Garoua,Garoua,CAMEROON
GOV,Nhulunbuy,Gove,AUSTRALIA
GOW,Garrow Lake,Garrow Lake,CANADA
GOY,Amparai,Gal Oya,SRI LANKA
GOZ,Gorna Orechovitsa,Gorna Orechovitsa,BULGARIA
GPA,Araxos Airport,Patras,GREECE
GPB,Tancredo Thomaz Faria,Guarapuava,BRAZIL
GPI,Guapi,Guapi,COLOMBIA
GPL,Guapiles,Guapiles,COSTA RICA
GPN,Garden Point,Garden Point,AUSTRALIA
GPO,General Pico,General Pico,ARGENTINA
GPS,Baltra,Galapagos Is,ECUADOR
GPT,Biloxi Regional,Gulfport,UNITED STATES
GPZ,Grand Rapids,Grand Rapids,UNITED STATES
GQJ,RAF Station,Machrihanish,UNITED KINGDOM
GQQ,Galion,Galion,UNITED STATES
GRA,Gamarra,Gamarra,COLOMBIA
GRB,Austin-Straubel Field,Green Bay,UNITED STATES
GRC,Grand Cess,Grand Cess,LIBERIA
GRD,Greenwood County Airport,Greenwood,UNITED STATES
GRE,Greenville Airport,Greenville,UNITED STATES
GRF,Gray AAF,Tacoma,UNITED STATES
GRG,Gardez,Gardez,AFGHANISTAN
GRH,Garuahi,Garuahi,PAPUA NEW GUINEA
GRI,Central Nebraska Regional,Grand Island,UNITED STATES
GRJ,George,George,SOUTH AFRICA
GRK,Gray AAF,Killeen,UNITED STATES
GRL,Garasa,Garasa,PAPUA NEW GUINEA
GRM,Devils Track,Grand Marais,UNITED STATES
